size,seed,model,accuracy,precision,recall,f1,runtime,total_budget,avg_budget_per_node,scheduler_efficiency,med_mean,med_skew
small,30,baseline,0.9833333333333333,0.9824561403508771,0.9861111111111112,0.9838987924094308,0.3775951862335205,90000.0,300.0,1.0925925925925925e-05,,
small,30,scheduled,0.95,0.9491228070175438,0.9583333333333334,0.951224909119646,0.31175732612609863,62970.0,209.89999389648438,1.5086549150389073e-05,0.22050164639949799,0.09993220865726471
small,31,baseline,1.0,1.0,1.0,1.0,0.37830471992492676,90000.0,300.0,1.1111111111111112e-05,,
small,31,scheduled,0.9666666666666667,0.9555555555555556,0.9761904761904763,0.9638447971781305,0.3877434730529785,62970.0,209.89999389648438,1.5351225451273094e-05,0.15124167501926422,0.43232154846191406
small,32,baseline,1.0,1.0,1.0,1.0,0.5044901371002197,90000.0,300.0,1.1111111111111112e-05,,
small,32,scheduled,0.9333333333333333,0.9377289377289376,0.925793650793651,0.9307204934118306,0.46195268630981445,62970.0,209.89999389648438,1.4821872849505055e-05,0.20738382637500763,0.2413787841796875
small,33,baseline,1.0,1.0,1.0,1.0,0.35133910179138184,79200.0,264.0,1.2626262626262626e-05,,
small,33,scheduled,0.9833333333333333,0.9824561403508771,0.9824561403508771,0.981981981981982,0.332409143447876,62970.0,209.89999389648438,1.5615901752157112e-05,0.17540431022644043,0.33079203963279724
small,34,baseline,1.0,1.0,1.0,1.0,0.40857362747192383,90000.0,300.0,1.1111111111111112e-05,,
small,34,scheduled,0.9333333333333333,0.9345117845117844,0.934126984126984,0.9331094582012575,0.29683423042297363,62970.0,209.89999389648438,1.4821872849505055e-05,0.20866155624389648,0.22467705607414246
small,35,baseline,0.9833333333333333,0.9848484848484849,0.9824561403508771,0.9832390530064948,0.4128093719482422,90000.0,300.0,1.0925925925925925e-05,,
small,35,scheduled,0.9833333333333333,0.9841269841269842,0.9824561403508771,0.9828609096901779,0.29815244674682617,62970.0,209.89999389648438,1.5615901752157112e-05,0.228130042552948,0.09776239097118378
small,36,baseline,1.0,1.0,1.0,1.0,0.3840358257293701,90000.0,300.0,1.1111111111111112e-05,,
small,36,scheduled,0.9666666666666667,0.9639376218323586,0.9733333333333333,0.9675782925782926,0.3311800956726074,62970.0,209.89999389648438,1.5351225451273094e-05,0.17251558601856232,0.31675636768341064
small,37,baseline,1.0,1.0,1.0,1.0,0.36695432662963867,89100.0,297.0,1.122334455667789e-05,,
small,37,scheduled,1.0,1.0,1.0,1.0,0.3121035099029541,62970.0,209.89999389648438,1.588057805304113e-05,0.17985950410366058,0.2812380790710449
small,38,baseline,1.0,1.0,1.0,1.0,0.41582417488098145,90000.0,300.0,1.1111111111111112e-05,,
small,38,scheduled,0.9166666666666666,0.9208754208754208,0.9259259259259259,0.9178451178451179,0.35190606117248535,62970.0,209.89999389648438,1.4557196548621035e-05,0.20718853175640106,0.16562189161777496
small,39,baseline,1.0,1.0,1.0,1.0,0.40555524826049805,90000.0,300.0,1.1111111111111112e-05,,
small,39,scheduled,0.9666666666666667,0.9685672514619883,0.9685672514619883,0.9685672514619883,0.3019683361053467,62970.0,209.89999389648438,1.5351225451273094e-05,0.17032000422477722,0.3424023687839508
