size,seed,model,accuracy,precision,recall,f1,runtime,total_budget,avg_budget_per_node,scheduler_efficiency,med_mean,med_skew
medium,10,baseline,0.9866666666666667,0.9859870179457809,0.9862412441359809,0.9860622648958984,0.9652872085571289,225000.0,150.0,4.385185185185185e-06,,
medium,10,scheduled,0.86,0.8600264911860442,0.8609986504723347,0.8589058723868547,0.48695874214172363,152450.0,101.63333129882812,5.641193834043949e-06,0.5177267789840698,-1.405693531036377
medium,11,baseline,0.9933333333333333,0.9928787878787878,0.9941520467836257,0.9934703437118166,0.8642103672027588,225000.0,150.0,4.414814814814815e-06,,
medium,11,scheduled,0.7933333333333333,0.8009861916911792,0.8025506119879986,0.7931665624348551,0.5026633739471436,152450.0,101.63333129882812,5.203891986443643e-06,0.5308110117912292,-1.5671932697296143
medium,12,baseline,0.99,0.9897451214655515,0.989957058507783,0.9898331329654613,0.8744988441467285,225000.0,150.0,4.4e-06,,
medium,12,scheduled,0.8866666666666667,0.887376905706765,0.8895759527643586,0.8865295984393401,0.49013471603393555,152450.0,101.63333129882812,5.816114573084072e-06,0.537244975566864,-1.655348300933838
medium,13,baseline,0.97,0.9702533056703729,0.9698554129899484,0.9699051226591843,0.8607738018035889,225000.0,150.0,4.311111111111111e-06,,
medium,13,scheduled,0.8133333333333334,0.8141672797143366,0.8124882001442334,0.8127482845792705,0.4829893112182617,152450.0,101.63333129882812,5.335082540723734e-06,0.5453978776931763,-1.6361210346221924
medium,14,baseline,0.9466666666666667,0.9481921998874533,0.9466230936819171,0.9461877249542328,0.9020810127258301,225000.0,150.0,4.207407407407408e-06,,
medium,14,scheduled,0.7233333333333334,0.7237626900570658,0.7230144583085759,0.7228106812732503,0.5082440376281738,152450.0,101.63333129882812,4.744725046463322e-06,0.5427312254905701,-1.6337493658065796
medium,15,baseline,0.9766666666666667,0.9756205673758865,0.9778874269005847,0.9762773870159269,1.012721300125122,225000.0,150.0,4.340740740740741e-06,,
medium,15,scheduled,0.77,0.7715716816321544,0.7683114035087719,0.7667278015019322,0.6383888721466064,152450.0,101.63333129882812,5.050836339783536e-06,0.5411001443862915,-1.5966094732284546
medium,16,baseline,0.9566666666666667,0.9576385529215719,0.9563755919064407,0.9568545010736557,0.8337223529815674,225000.0,150.0,4.2518518518518515e-06,,
medium,16,scheduled,0.72,0.7200000000000001,0.7200413029570562,0.7195689901235939,0.5295097827911377,152450.0,101.63333129882812,4.722859954083306e-06,0.546807050704956,-1.6144037246704102
medium,17,baseline,0.9733333333333334,0.9743798097926538,0.9725,0.9730308888386766,0.7895374298095703,225000.0,150.0,4.325925925925926e-06,,
medium,17,scheduled,0.8,0.8004775243430705,0.800181623931624,0.7999603881956824,0.48610830307006836,152450.0,101.63333129882812,5.247622171203674e-06,0.5403820276260376,-1.6154990196228027
medium,18,baseline,0.9633333333333334,0.9649052065647991,0.9628876027411025,0.9637196432409199,0.851496696472168,225000.0,150.0,4.281481481481482e-06,,
medium,18,scheduled,0.7933333333333333,0.7954269564887523,0.7935330881614115,0.7937839937839938,0.5090756416320801,152450.0,101.63333129882812,5.203891986443643e-06,0.5422924757003784,-1.6485880613327026
medium,19,baseline,0.9766666666666667,0.978236663629922,0.9761575970588611,0.9769137960461652,0.9169375896453857,225000.0,150.0,4.340740740740741e-06,,
medium,19,scheduled,0.7566666666666667,0.7567522058328281,0.7600400454403018,0.7578722310180112,0.49979233741760254,152450.0,101.63333129882812,4.963375970263474e-06,0.528394877910614,-1.5128971338272095
