size,seed,model,accuracy,precision,recall,f1,runtime,total_budget,avg_budget_per_node,scheduler_efficiency,med_mean,med_skew
medium,40,baseline,0.9933333333333333,0.9930824372759858,0.9938837920489297,0.993436736569065,0.8897395133972168,225000.0,150.0,4.414814814814815e-06,,
medium,40,scheduled,0.8133333333333334,0.8137246651237815,0.8163522608077853,0.8147400143225373,0.48363614082336426,152450.0,101.63333129882812,5.335082540723734e-06,0.5321763157844543,-1.5223186016082764
medium,41,baseline,0.98,0.9797338173018755,0.979747696934748,0.9796906113926308,0.8550965785980225,225000.0,150.0,4.3555555555555555e-06,,
medium,41,scheduled,0.8166666666666667,0.8150533863690255,0.8196606345137498,0.8161382381392542,0.5169863700866699,152450.0,101.63333129882812,5.3569476331037495e-06,0.5357654094696045,-1.5698626041412354
medium,42,baseline,0.9366666666666666,0.9377214847487267,0.9411470143613,0.9375127948683155,0.8500640392303467,225000.0,150.0,4.162962962962963e-06,,
medium,42,scheduled,0.7866666666666666,0.7906717811241567,0.7888888888888889,0.7862122328305997,0.4992673397064209,152450.0,101.63333129882812,5.1601618016836115e-06,0.534277081489563,-1.5073102712631226
medium,43,baseline,0.9633333333333334,0.9636183145300582,0.9636125846595269,0.96355360217647,0.8412697315216064,225000.0,150.0,4.281481481481482e-06,,
medium,43,scheduled,0.7533333333333333,0.7565290238856827,0.7538868314816668,0.7537837386981616,0.4749438762664795,152450.0,101.63333129882812,4.941510877883459e-06,0.5550381541252136,-1.7453044652938843
medium,44,baseline,0.9666666666666667,0.9677174200370077,0.9672733960289234,0.9666666666666667,0.9222981929779053,225000.0,150.0,4.296296296296296e-06,,
medium,44,scheduled,0.8066666666666666,0.8113153929879307,0.8064887799459557,0.8076471895894253,0.4997079372406006,152450.0,101.63333129882812,5.291352355963704e-06,0.5396023988723755,-1.6796938180923462
medium,45,baseline,0.98,0.9827586206896551,0.975899950583495,0.9787489006645695,0.7948074340820312,225000.0,150.0,4.3555555555555555e-06,,
medium,45,scheduled,0.8166666666666667,0.8135223988218544,0.8206353649391623,0.8156831899634689,0.6259152889251709,152450.0,101.63333129882812,5.3569476331037495e-06,0.5365973114967346,-1.6178861856460571
medium,46,baseline,0.9833333333333333,0.9832474503488996,0.9832474503488996,0.9832474503488996,0.9328742027282715,225000.0,150.0,4.37037037037037e-06,,
medium,46,scheduled,0.81,0.8087172071885974,0.8093880837359099,0.8088081016822272,0.48772406578063965,152450.0,101.63333129882812,5.313217448343719e-06,0.5330950021743774,-1.5572010278701782
medium,47,baseline,0.9866666666666667,0.9863594922505085,0.9868608220659237,0.9865460675614343,0.9175660610198975,225000.0,150.0,4.385185185185185e-06,,
medium,47,scheduled,0.8066666666666666,0.8065795839380745,0.8059302437614414,0.8053995148449755,0.5496230125427246,152450.0,101.63333129882812,5.291352355963704e-06,0.5509750843048096,-1.753791093826294
medium,48,baseline,0.9766666666666667,0.9775641025641026,0.9762915067016906,0.9764655541292254,0.9373908042907715,225000.0,150.0,4.340740740740741e-06,,
medium,48,scheduled,0.77,0.7731333163827442,0.7692463123863407,0.7694164348166375,0.5143899917602539,152450.0,101.63333129882812,5.050836339783536e-06,0.5448504686355591,-1.6230242252349854
medium,49,baseline,0.9766666666666667,0.9776863820342081,0.9715971245507111,0.9742151286534,0.9192121028900146,225000.0,150.0,4.340740740740741e-06,,
medium,49,scheduled,0.85,0.8482197945168733,0.8532358485216854,0.8473371952073778,0.5437533855438232,152450.0,101.63333129882812,5.575598556903903e-06,0.5343196392059326,-1.507673740386963
