size,seed,model,accuracy,precision,recall,f1,runtime,total_budget,avg_budget_per_node,scheduler_efficiency,med_mean,med_skew
large,10,baseline,0.675,0.6733253301492631,0.6716698122873107,0.6716582775137764,1.9635746479034424,720000.0,180.0,9.375e-07,,
large,10,scheduled,0.52875,0.5256766567344994,0.5272128467485798,0.5257330968739483,0.8510410785675049,481770.0,120.44249725341797,1.0975154119185505e-06,0.6009194254875183,-2.050431251525879
large,11,baseline,0.67625,0.6772175217167605,0.676352873538216,0.6747513353507034,1.8665852546691895,720000.0,180.0,9.392361111111111e-07,,
large,11,scheduled,0.5475,0.5458861965262781,0.5450945407928945,0.5449292627497604,0.8626437187194824,481770.0,120.44249725341797,1.1364343981567967e-06,0.5928477644920349,-2.0329692363739014
large,12,baseline,0.74875,0.7516980730676006,0.7496190438205649,0.7471420247020376,2.1693499088287354,720000.0,180.0,1.0399305555555555e-06,,
large,12,scheduled,0.59125,0.5942589141448976,0.5922973308904869,0.5898622084812398,0.8252780437469482,481770.0,120.44249725341797,1.2272453660460387e-06,0.5727013349533081,-1.7374043464660645
large,13,baseline,0.63,0.6242099101036743,0.632362024153069,0.6254604211440126,1.921757459640503,720000.0,180.0,8.75e-07,,
large,13,scheduled,0.54,0.5393890571631115,0.5412994181650898,0.5389613170181318,0.8580160140991211,481770.0,120.44249725341797,1.1208668036614983e-06,0.5913125276565552,-2.116223096847534
large,14,baseline,0.7125,0.7137675827190636,0.7113972875451039,0.7117798212286401,1.9223244190216064,720000.0,180.0,9.895833333333333e-07,,
large,14,scheduled,0.56,0.5611761574293331,0.5610480100961623,0.5601473792006365,0.8339138031005859,481770.0,120.44249725341797,1.1623803889822945e-06,0.5766915082931519,-1.7762365341186523
large,15,baseline,0.7225,0.7247116403300655,0.7225940102344598,0.7230007375148827,2.1809582710266113,720000.0,180.0,1.0034722222222223e-06,,
large,15,scheduled,0.6025,0.6022871234138839,0.602414564212317,0.6018163246142908,0.8525969982147217,481770.0,120.44249725341797,1.2505967577889866e-06,0.57902592420578,-1.9469186067581177
large,16,baseline,0.725,0.7293036354326677,0.7254677620641452,0.7257128850630591,1.8956856727600098,720000.0,180.0,1.0069444444444445e-06,,
large,16,scheduled,0.595,0.5967735418361652,0.5948867692389105,0.5949852705553077,0.86226487159729,481770.0,120.44249725341797,1.2350291632936878e-06,0.5761063694953918,-1.819536566734314
large,17,baseline,0.655,0.6605516107549058,0.6542448203608404,0.6500833144554355,1.958000898361206,720000.0,180.0,9.097222222222223e-07,,
large,17,scheduled,0.54375,0.5409441166581458,0.5423111400061074,0.541270331982366,0.8648931980133057,481770.0,120.44249725341797,1.1286506009091474e-06,0.5935055613517761,-1.999004602432251
large,18,baseline,0.70375,0.7088298909374742,0.702522094475142,0.7028346092753353,2.043581247329712,720000.0,180.0,9.774305555555555e-07,,
large,18,scheduled,0.59875,0.5980728061942172,0.5977325971560489,0.5976296295121352,0.84342360496521,481770.0,120.44249725341797,1.2428129605413373e-06,0.5834469795227051,-1.7917464971542358
large,19,baseline,0.69,0.6944278134900671,0.6915009609198345,0.6899958549419534,1.8591675758361816,720000.0,180.0,9.583333333333332e-07,,
large,19,scheduled,0.5525,0.5528892102814682,0.5531856474199374,0.5522563609991789,0.8467133045196533,481770.0,120.44249725341797,1.1468127944869959e-06,0.5793066620826721,-1.9612475633621216
