group,seed,model,accuracy,precision,recall,f1,runtime,total_budget,avg_budget_per_node,scheduler_efficiency,med_mean,med_skew
citeseer,20,baseline,0.8069381598793364,0.7873245530746642,0.7266660599863158,0.7196110736765057,3.9838192462921143,457056.0,138.0,1.7655126721437556e-06,,
citeseer,20,scheduled,0.779788838612368,0.6539632211184913,0.6919405156518869,0.6700968215876856,3.48067569732666,306054.0,92.40760803222656,2.5478799120820772e-06,0.8239945769309998,-0.428833931684494
citeseer,21,baseline,0.7692307692307693,0.6448774294976386,0.7023795738772044,0.6711054615495464,3.795743942260742,437184.0,132.0,1.7595126290778466e-06,,
citeseer,21,scheduled,0.7647058823529411,0.7731645743705341,0.7054573274261241,0.6858727831898648,3.2746541500091553,292746.0,88.38949584960938,2.612182172780981e-06,0.8364260792732239,-0.48920902609825134
citeseer,22,baseline,0.7647058823529411,0.7735296909485551,0.7057288215237715,0.6988878626622733,4.4028215408325195,457056.0,138.0,1.6731120089287552e-06,,
citeseer,22,scheduled,0.7571644042232277,0.7430224634298427,0.692172229720787,0.6688582041299092,3.4880805015563965,312708.0,94.41666412353516,2.421314466605356e-06,0.8199037313461304,-0.4085155129432678
citeseer,23,baseline,0.7873303167420814,0.7707659882996278,0.720586507026992,0.7219416703387438,4.698513031005859,417312.0,126.0,1.8866706846246487e-06,,
citeseer,23,scheduled,0.7828054298642534,0.7904771524568304,0.7063953878532189,0.69925017476478,3.175771474838257,279438.0,84.37137603759766,2.8013564005763477e-06,0.8344590663909912,-0.45256319642066956
citeseer,24,baseline,0.7616892911010558,0.8027191545920567,0.6967917647473962,0.6682253628225485,4.3729612827301025,437184.0,132.0,1.7422625052633577e-06,,
citeseer,24,scheduled,0.7601809954751131,0.6353329132323077,0.6939150023007578,0.6622436096705319,3.770587682723999,292746.0,88.38949584960938,2.5967254735337566e-06,0.8407928347587585,-0.513073205947876
citeseer,25,baseline,0.7647058823529411,0.7434614740153719,0.694465260927855,0.6787220837161927,3.397779703140259,397440.0,120.0,1.9240788102680685e-06,,
citeseer,25,scheduled,0.7662141779788839,0.7329963088376492,0.7018327085936136,0.6967413822433598,4.243438243865967,286092.0,86.38043212890625,2.6782090305876566e-06,0.8305401802062988,-0.4740065634250641
citeseer,26,baseline,0.7631975867269984,0.8062578622088171,0.6977151747555256,0.6736441789823023,3.6715927124023438,427248.0,129.0,1.7863104958408195e-06,,
citeseer,26,scheduled,0.7586726998491704,0.6396056581615553,0.6933304421390747,0.6628457837185041,3.5993459224700928,306054.0,92.40760803222656,2.478885098215251e-06,0.8157274723052979,-0.4032871425151825
citeseer,27,baseline,0.7390648567119156,0.6308464865346888,0.6800671980590846,0.6525749036899251,3.7626593112945557,437184.0,132.0,1.6905121338198917e-06,,
citeseer,27,scheduled,0.7481146304675717,0.7188462951642923,0.68843875527844,0.6633701314159907,3.326535224914551,292746.0,88.38949584960938,2.5555076088744908e-06,0.8336489200592041,-0.4741916060447693
citeseer,28,baseline,0.770739064856712,0.807163994159962,0.6890097164752413,0.680562211577295,3.333261013031006,387504.0,117.0,1.98898350689725e-06,,
citeseer,28,scheduled,0.7662141779788839,0.7589546411476839,0.692527279913222,0.6895052018551523,6.358675479888916,292746.0,88.38949584960938,2.6173344058633897e-06,0.8392707705497742,-0.4947158098220825
citeseer,29,baseline,0.751131221719457,0.6323837658541324,0.6812213364427167,0.6537832624175312,3.5819027423858643,417312.0,126.0,1.7999272048717914e-06,,
citeseer,29,scheduled,0.755656108597285,0.7434156996311664,0.6984355086562241,0.6899727879774602,3.517643690109253,312708.0,94.41666412353516,2.416491131014509e-06,0.8259124159812927,-0.455194354057312
