group,seed,model,accuracy,precision,recall,f1,runtime,total_budget,avg_budget_per_node,scheduler_efficiency,med_mean,med_skew
citeseer,10,baseline,0.6259426847662142,0.5413479559262692,0.5759673470646841,0.5490885829769158,38.87307572364807,596160.0,180.0,1.0499575361752118e-06,,
citeseer,10,scheduled,0.726998491704374,0.6110184199551038,0.6636546633980259,0.6338674799061987,22.06948971748352,226206.0,68.29891204833984,3.2138780213803966e-06,0.7892578840255737,-0.3757268488407135
citeseer,11,baseline,0.6485671191553545,0.6319817547712457,0.5921947562416753,0.5644456733980354,38.96911287307739,596160.0,180.0,1.0879078085670868e-06,,
citeseer,11,scheduled,0.7571644042232277,0.6992319954297508,0.692665067192786,0.6811146902427295,25.848602056503296,266130.0,80.35326385498047,2.845092264018441e-06,0.728990912437439,-0.1348637342453003
citeseer,12,baseline,0.6621417797888386,0.5582873299106518,0.5895670229494843,0.5661170423152743,28.645034074783325,437184.0,132.0,1.5145608709121071e-06,,
citeseer,12,scheduled,0.7134238310708899,0.7144121742822945,0.6546704121501469,0.6469792700187164,26.28989315032959,272784.0,82.36231994628906,2.615343389168316e-06,0.713421642780304,-0.11345677822828293
citeseer,13,baseline,0.6138763197586727,0.5344613772142696,0.5587682597364774,0.5352555513082945,37.57776069641113,576288.0,174.0,1.0652248871374603e-06,,
citeseer,13,scheduled,0.7088989441930619,0.7590596964576783,0.6521685339485574,0.6310733149205552,23.240104913711548,239514.0,72.31703186035156,2.9597390724260873e-06,0.6974553465843201,-0.0323772057890892
citeseer,14,baseline,0.6485671191553545,0.5744279529993815,0.5880392736528094,0.562958974673018,32.11906981468201,496800.0,150.0,1.305489370280504e-06,,
citeseer,14,scheduled,0.7194570135746606,0.7676589806811714,0.6592261115287342,0.6280546616306739,21.253441333770752,219552.0,66.28985595703125,3.2769321781384848e-06,0.7154974937438965,-0.20456770062446594
citeseer,15,baseline,0.7330316742081447,0.6975721239308195,0.6552199237011,0.6374262976827091,38.1610062122345,586224.0,177.0,1.2504293140644954e-06,,
citeseer,15,scheduled,0.7420814479638009,0.6752726449711743,0.6696744240081424,0.657374198731863,24.437504529953003,252822.0,76.33514404296875,2.9351933295512293e-06,0.7572824358940125,-0.22825460135936737
citeseer,16,baseline,0.702865761689291,0.6434041986149683,0.6301696147484299,0.615995768011375,38.79381203651428,596160.0,180.0,1.178988462307587e-06,,
citeseer,16,scheduled,0.7239819004524887,0.6844724162113184,0.6673040783327009,0.6669578068077217,31.096877813339233,319362.0,96.42572784423828,2.2669631967876224e-06,0.6970706582069397,-0.04022420570254326
citeseer,17,baseline,0.7119155354449472,0.6004243659728541,0.6581909153726861,0.6231178755021931,38.89933633804321,596160.0,180.0,1.1941685712643371e-06,,
citeseer,17,scheduled,0.7345399698340875,0.718534836198019,0.6833513613030755,0.6667434069541787,23.28164029121399,239514.0,72.31703186035156,3.0667934644074563e-06,0.7562231421470642,-0.22698675096035004
citeseer,18,baseline,0.6123680241327301,0.529712169043393,0.5514180211535039,0.5196515881190674,28.207534074783325,437184.0,132.0,1.4007100537364817e-06,,
citeseer,18,scheduled,0.7134238310708899,0.6033533213520426,0.6435566607503086,0.6216979771762864,26.736368417739868,279438.0,84.37137603759766,2.5530666232612956e-06,0.729576051235199,-0.1457940638065338
citeseer,19,baseline,0.6787330316742082,0.6597768923899817,0.6240321361537642,0.6085211362808618,38.84921908378601,596160.0,180.0,1.1385081717562535e-06,,
citeseer,19,scheduled,0.7239819004524887,0.7285505851653643,0.6653654200102203,0.6444134478510563,24.33794927597046,252822.0,76.33514404296875,2.863603248342663e-06,0.747435986995697,-0.20019404590129852
