dataset,seed,model,accuracy,precision,recall,f1,runtime,total_budget,avg_budget_per_node,scheduler_efficiency,med_mean,med_skew
cora,40,baseline,0.8987108655616943,0.8962847923664486,0.884144628521496,0.8894497060838445,1.8919966220855713,406200.0,150.0,2.2124836670647325e-06,,
cora,40,scheduled,0.8876611418047882,0.8889789156196773,0.8709129923617527,0.8791279307656168,1.4878807067871094,326730.0,120.65361785888672,2.716803298762857e-06,0.4727548658847809,0.8559845089912415
cora,41,baseline,0.8876611418047882,0.8661657398797648,0.8634689679163028,0.8635466790689931,2.5803260803222656,365580.0,135.0,2.4280899989189456e-06,,
cora,41,scheduled,0.856353591160221,0.8465139186760864,0.8365930486725197,0.8406631801012673,1.4969863891601562,326730.0,120.65361785888672,2.6209824355284824e-06,0.4700523912906647,0.8594828248023987
cora,42,baseline,0.8895027624309392,0.8951372535814441,0.8857754028184701,0.889989374737991,2.28594970703125,479316.0,177.0,1.8557752347740096e-06,,
cora,42,scheduled,0.8729281767955801,0.8739007378317233,0.8700804325226593,0.8718785076800558,1.2488713264465332,326730.0,120.65361785888672,2.6717111278290335e-06,0.479941189289093,0.8164700865745544
cora,43,baseline,0.8839779005524862,0.8604123560301723,0.8700289545856875,0.8635166366199841,2.1434247493743896,414324.0,153.0,2.1335425911906773e-06,,
cora,43,scheduled,0.856353591160221,0.8336815713507114,0.8346259460533193,0.8323381004191209,1.5986506938934326,326730.0,120.65361785888672,2.6209824355284824e-06,0.4786140024662018,0.8272432684898376
cora,44,baseline,0.8913443830570903,0.8782278275910756,0.8890523657973202,0.8829451636161334,1.9321465492248535,349332.0,129.0,2.5515680872553625e-06,,
cora,44,scheduled,0.8434622467771639,0.823978741886539,0.8419307802876604,0.831284850335476,1.5002374649047852,326730.0,120.65361785888672,2.5815267859613865e-06,0.4662770628929138,0.8827463388442993
cora,45,baseline,0.8950276243093923,0.8699424861453037,0.8829269954514573,0.8750813351208493,1.7248878479003906,406200.0,150.0,2.203416111052172e-06,,
cora,45,scheduled,0.8821362799263351,0.8603547336705207,0.8744690536927979,0.866028722267363,1.2047772407531738,326730.0,120.65361785888672,2.699893734662673e-06,0.47103533148765564,0.8559274077415466
cora,46,baseline,0.8674033149171271,0.8759368839733895,0.8584070583547877,0.8660935160652221,1.8854258060455322,430572.0,159.0,2.0145372084509144e-06,,
cora,46,scheduled,0.85451197053407,0.8591900401146384,0.8375513717552925,0.8462056733845268,2.089592695236206,326730.0,120.65361785888672,2.6153459141617546e-06,0.4686497747898102,0.868981659412384
cora,47,baseline,0.8710865561694291,0.8723240924348507,0.8641744297152227,0.867492975997705,2.6013059616088867,487440.0,180.0,1.787064164142108e-06,,
cora,47,scheduled,0.85451197053407,0.8547243599708702,0.8460715805337063,0.8494210413038293,1.2719311714172363,326730.0,120.65361785888672,2.6153459141617546e-06,0.47668805718421936,0.8273887634277344
cora,48,baseline,0.8802946593001841,0.8674660525243387,0.8605258141743287,0.863349309275757,2.1047756671905518,438696.0,162.0,2.0066165620388243e-06,,
cora,48,scheduled,0.8637200736648251,0.8465868976826101,0.842759330745331,0.8438129786559144,1.3666162490844727,326730.0,120.65361785888672,2.643528520995394e-06,0.49971407651901245,0.7245873212814331
cora,49,baseline,0.9116022099447514,0.8918790624728509,0.9055490077145755,0.8976630336145773,3.1370108127593994,446820.0,165.0,2.040200102826085e-06,,
cora,49,scheduled,0.8895027624309392,0.8663135506868762,0.8771647974793148,0.8712562724123725,1.291522741317749,326730.0,120.65361785888672,2.7224398201295846e-06,0.4747810661792755,0.8345755934715271
