dataset,seed,model,accuracy,precision,recall,f1,runtime,total_budget,avg_budget_per_node,scheduler_efficiency,med_mean,med_skew
citeseer,20,baseline,0.799396681749623,0.7557668677732444,0.7357630738968256,0.7384146811693978,2.989064931869507,347760.0,105.0,2.298702213450722e-06,,
citeseer,20,scheduled,0.7375565610859729,0.6935653595644123,0.687922134816751,0.6890780259147978,2.9888744354248047,399210.0,120.534423828125,1.8475402947971566e-06,0.4594591557979584,1.0716750621795654
citeseer,21,baseline,0.7647058823529411,0.7450752371474761,0.715003139351833,0.7077342678655988,2.84376859664917,337824.0,102.0,2.263622129727139e-06,,
citeseer,21,scheduled,0.7435897435897436,0.7269615934186026,0.7220512353681489,0.721888861390557,2.6513776779174805,399210.0,120.534423828125,1.862653098844577e-06,0.4714529514312744,0.9976551532745361
citeseer,22,baseline,0.7692307692307693,0.7763265069904556,0.7247345124148676,0.7289984649236826,3.668154001235962,347760.0,105.0,2.2119587336978644e-06,,
citeseer,22,scheduled,0.7239819004524887,0.6943007730403178,0.6904875823091694,0.6919623136381249,3.167452096939087,399210.0,120.534423828125,1.8135364856904604e-06,0.47559621930122375,0.9754948616027832
citeseer,23,baseline,0.7767722473604827,0.7631137379390359,0.7243204960379382,0.731403642692217,2.4926841259002686,327888.0,99.0,2.369017003856447e-06,,
citeseer,23,scheduled,0.7405731523378583,0.7035362407110988,0.7017828101995582,0.7023094543437418,3.8059029579162598,399210.0,120.534423828125,1.855096696820867e-06,0.46083489060401917,1.0616323947906494
citeseer,24,baseline,0.7601809954751131,0.7689272853555473,0.7047705120386712,0.6957762882082893,2.7217960357666016,347760.0,105.0,2.185935689772007e-06,,
citeseer,24,scheduled,0.751131221719457,0.728335899221177,0.720102840759647,0.7216091433846699,2.9579594135284424,399210.0,120.534423828125,1.8815441039038527e-06,0.46338391304016113,1.0431984663009644
citeseer,25,baseline,0.7586726998491704,0.7220542139335927,0.7035418823493074,0.7038562524138133,2.8726954460144043,337824.0,102.0,2.245763178013316e-06,,
citeseer,25,scheduled,0.7209653092006033,0.6807296821161177,0.679295561322526,0.6788144513037339,3.0510830879211426,399210.0,120.534423828125,1.80598008366675e-06,0.4569559693336487,1.0825294256210327
citeseer,26,baseline,0.7496229260935143,0.6303580942268477,0.6809971280883268,0.6519062787430164,3.388526201248169,327888.0,99.0,2.286216409546901e-06,,
citeseer,26,scheduled,0.7209653092006033,0.6957620789375613,0.6968574332364351,0.6957466432629479,3.4139599800109863,399210.0,120.534423828125,1.80598008366675e-06,0.4703689515590668,1.0019155740737915
citeseer,27,baseline,0.7375565610859729,0.6817532395708689,0.6844316618844771,0.6666431575182222,2.9337098598480225,347760.0,105.0,2.120878079957364e-06,,
citeseer,27,scheduled,0.7194570135746606,0.6922248803118088,0.6850519855373309,0.6835835434286736,3.3702824115753174,399210.0,120.534423828125,1.802201882654895e-06,0.4646845757961273,1.0426881313323975
citeseer,28,baseline,0.7677224736048266,0.7369469116585656,0.7066497449235767,0.7110187488857466,2.9875710010528564,357696.0,108.0,2.1462987386071595e-06,,
citeseer,28,scheduled,0.7194570135746606,0.6799891865163996,0.6789285690221591,0.6790550389615445,2.9799797534942627,399210.0,120.534423828125,1.802201882654895e-06,0.4697604179382324,1.0184448957443237
citeseer,29,baseline,0.7586726998491704,0.7364890440657034,0.7163181567040096,0.7177714238007193,2.840576648712158,367632.0,111.0,2.0636742716879117e-06,,
citeseer,29,scheduled,0.7209653092006033,0.6971527875273521,0.6931249811933232,0.6937392224277589,2.907087564468384,399210.0,120.534423828125,1.80598008366675e-06,0.45534613728523254,1.0900189876556396
