dataset,seed,model,accuracy,precision,recall,f1,runtime,total_budget,avg_budget_per_node,scheduler_efficiency,med_mean,med_skew
citeseer,0,baseline,0.7722473604826546,0.7619311653280509,0.7201903429010447,0.7252679757770665,2.294917345046997,337824.0,102.0,2.285945819369419e-06,,
citeseer,0,scheduled,0.7285067873303167,0.7077163509048634,0.6989957026025619,0.7010076698459677,3.1943788528442383,399210.0,120.534423828125,1.8248710887260256e-06,0.46499109268188477,1.040050745010376
citeseer,1,baseline,0.7948717948717948,0.7824604605955517,0.7382972086353234,0.7423370780704719,2.665330171585083,357696.0,108.0,2.2221992833909096e-06,,
citeseer,1,scheduled,0.7526395173453997,0.7106186637840769,0.7082507550789803,0.7090242971236916,2.921285390853882,399210.0,120.534423828125,1.8853223049157078e-06,0.4725269079208374,1.0025084018707275
citeseer,2,baseline,0.7300150829562594,0.7058833985015055,0.6902596812368252,0.6927510070137872,3.6895649433135986,397440.0,120.0,1.8367931837667557e-06,,
citeseer,2,scheduled,0.7013574660633484,0.6676107559271692,0.6709614768038401,0.6688583311379291,3.090571403503418,399210.0,120.534423828125,1.7568634705126334e-06,0.4698210060596466,1.0083537101745605
citeseer,3,baseline,0.7828054298642534,0.7526682899733421,0.7186634518479756,0.7196924799436122,3.212506055831909,347760.0,105.0,2.25099329958665e-06,,
citeseer,3,scheduled,0.7209653092006033,0.6794170411087679,0.678356360350408,0.6780652668138994,3.4363999366760254,399210.0,120.534423828125,1.80598008366675e-06,0.4777618646621704,0.9735671877861023
citeseer,4,baseline,0.7647058823529411,0.7282259425246204,0.7141747978697924,0.714468667903585,3.045106887817383,367632.0,111.0,2.0800852002898037e-06,,
citeseer,4,scheduled,0.7073906485671192,0.6693000123366186,0.6675058947830457,0.6658149904828593,3.9685301780700684,399210.0,120.534423828125,1.771976274560054e-06,0.4705509841442108,1.0027846097946167
citeseer,5,baseline,0.7782805429864253,0.7975485809553077,0.7146516105581017,0.7063553481588413,2.5787734985351562,347760.0,105.0,2.2379817776237215e-06,,
citeseer,5,scheduled,0.7450980392156863,0.7148301592594061,0.7159242400386437,0.7146671913353213,3.0801210403442383,399210.0,120.534423828125,1.8664312998564322e-06,0.4616550803184509,1.0556913614273071
citeseer,6,baseline,0.7692307692307693,0.7479674733746142,0.7122518457485937,0.7088921947054648,2.7019426822662354,327888.0,99.0,2.346016838770462e-06,,
citeseer,6,scheduled,0.7496229260935143,0.7211350180285745,0.7195456770100274,0.7199678960261621,3.0553877353668213,399210.0,120.534423828125,1.8777659028919975e-06,0.4617597162723541,1.0504399538040161
citeseer,7,baseline,0.755656108597285,0.7280904009381647,0.7032079241156811,0.7087088041978914,3.456674814224243,347760.0,105.0,2.1729241678090783e-06,,
citeseer,7,scheduled,0.717948717948718,0.6807157453263045,0.6791219206953804,0.6796648951713267,3.051482677459717,399210.0,120.534423828125,1.79842368164304e-06,0.47104209661483765,1.0018466711044312
citeseer,8,baseline,0.770739064856712,0.734260048180643,0.7195017351020909,0.7141241267797483,2.5935912132263184,347760.0,105.0,2.216295907685507e-06,,
citeseer,8,scheduled,0.7164404223227753,0.6840432066517229,0.6823563840538948,0.6818098338144813,3.441389560699463,399210.0,120.534423828125,1.7946454806311848e-06,0.4701470732688904,0.9865208864212036
citeseer,9,baseline,0.7888386123680241,0.7566260640688122,0.7357303804780798,0.7372275813587033,2.9285261631011963,357696.0,108.0,2.2053324956611873e-06,,
citeseer,9,scheduled,0.751131221719457,0.7117404216889511,0.7161297486381817,0.7131890802582136,2.880577325820923,399210.0,120.534423828125,1.8815441039038527e-06,0.4753402769565582,1.007889986038208
