group,seed,model,accuracy,precision,recall,f1,runtime,total_budget,avg_budget_per_node,scheduler_efficiency,med_mean,med_skew
cora,40,baseline,0.8821362799263351,0.8851868581957809,0.8681774060887564,0.8753048591828119,4.867905616760254,487440.0,180.0,1.8097330541735088e-06,,
cora,40,scheduled,0.8839779005524862,0.8868195232669785,0.8714709217066278,0.8784479717813051,3.33410382270813,255932.0,94.50959777832031,3.4539561311304804e-06,0.5334879755973816,0.3368619680404663
cora,41,baseline,0.8747697974217311,0.8606799273351855,0.8530585566468778,0.8558222732648421,3.6681363582611084,487440.0,180.0,1.7946204608192416e-06,,
cora,41,scheduled,0.8692449355432781,0.8586651769862037,0.8504294543061156,0.85312166857138,2.7292306423187256,299500.0,110.59822845458984,2.9023203190092757e-06,0.5055884122848511,0.4477829039096832
cora,42,baseline,0.8931860036832413,0.8999133281535724,0.886018879579804,0.8921235855314675,4.525050640106201,487440.0,180.0,1.8324019442049099e-06,,
cora,42,scheduled,0.8729281767955801,0.8787713492251158,0.8633613025629832,0.8703787852612919,3.5551869869232178,326730.0,120.65361785888672,2.6717111278290335e-06,0.5081595182418823,0.41300931572914124
cora,43,baseline,0.8637200736648251,0.8418876046257358,0.8466287283876825,0.841758896398168,4.468908786773682,487440.0,180.0,1.7719515707878406e-06,,
cora,43,scheduled,0.8839779005524862,0.8596524056974951,0.8643794680783042,0.8605481296239207,3.633711814880371,326730.0,120.65361785888672,2.7055302560294008e-06,0.5055806040763855,0.4646467864513397
cora,44,baseline,0.8674033149171271,0.8609430525759759,0.8647264693134765,0.8619588929154494,3.7860753536224365,438696.0,162.0,1.9772309638499714e-06,,
cora,44,scheduled,0.856353591160221,0.8420821074425194,0.8515793775877339,0.8456788192662191,5.226940155029297,326730.0,120.65361785888672,2.6209824355284824e-06,0.4889391362667084,0.5023841857910156
cora,45,baseline,0.8766114180478821,0.859875942755039,0.8574578582732528,0.8562580771777532,5.442888975143433,487440.0,180.0,1.7983986091578083e-06,,
cora,45,scheduled,0.8747697974217311,0.8630848910697867,0.84522254580963,0.8529570998716126,2.4375600814819336,228702.0,84.45420837402344,3.824932870817619e-06,0.5639050602912903,0.23684856295585632
cora,46,baseline,0.8674033149171271,0.883129111048935,0.8518479332378316,0.865304019288602,5.169750452041626,487440.0,180.0,1.7795078674649742e-06,,
cora,46,scheduled,0.8747697974217311,0.8782879206291191,0.8663817332242826,0.8706750270727864,4.1828649044036865,326730.0,120.65361785888672,2.6773476491957613e-06,0.5208783149719238,0.3812527060508728
cora,47,baseline,0.856353591160221,0.8616545148558477,0.8417205484133284,0.8505625815491566,4.940133571624756,487440.0,180.0,1.7568389774335734e-06,,
cora,47,scheduled,0.850828729281768,0.8534885386233163,0.8396650362226179,0.8460660591986778,6.797536849975586,326730.0,120.65361785888672,2.6040728714282985e-06,0.4681779444217682,0.5920858979225159
cora,48,baseline,0.8710865561694291,0.8561551124008516,0.8548988119922403,0.8543553893065299,4.890323877334595,487440.0,180.0,1.787064164142108e-06,,
cora,48,scheduled,0.8729281767955801,0.8686687124510234,0.8503673379739566,0.8567471378906889,3.8722121715545654,326730.0,120.65361785888672,2.6717111278290335e-06,0.4866415560245514,0.5342840552330017
cora,49,baseline,0.8950276243093923,0.8811699687334793,0.8852876081669395,0.8821042023671345,5.434272527694702,487440.0,180.0,1.8361800925434768e-06,,
cora,49,scheduled,0.8968692449355433,0.8833573367629729,0.890508704335489,0.8860734319889751,3.959716320037842,326730.0,120.65361785888672,2.7449859055964967e-06,0.488240510225296,0.48519381880760193
